index,name,score,dtm,text,app_name
5369,Lin Ichen,3 顆星,2023年6月24日,搞 什麼 東西 明明 設定 好 了 app 收 opt 驗證碼 一個 更新 有 被 改成 簡訊 收碼 害 我 在 國外 就 完全 不能 使用 轉帳 功能 真誤 事,中國信託行動銀行 Home Bank
12940,SANDY CHEN,5 顆星,2022年1月10日,操作 簡單 快速 ， 又 方便 ！,富邦行動銀行
8014,三ツ星ノ霜月,4 顆星,2022年3月16日,請問 是不是 更新 過後 ， 刷卡 後 未出 帳金額 都 不會變 更新 了 ？,中國信託行動銀行 Home Bank
11138,Su Hui Huang,1 顆星,2023年7月14日,說 已 更新 ， 要求 客戶 更新 ， 但 怎樣 按 ， 就 只是 出現 要求 更新 ... 怎大銀行 的 程式 設計師 專業 那樣 差 ？,富邦行動銀行
10109,Ony and,1 顆星,2023年7月24日,你們 app 說 真的 線上 繳費 處理 效率 有夠 差 的 ， 剛辦 好 信用卡 ， 想 說 試刷 一下 ， 一筆 多元 ， 用 app 轉帳 付 ， 過了 - 天 了 ， 看 app 上 信用卡 帳單 依舊 在 ， 用 手機 打到 客服 花 了 超久 時間 ， 光打 這通 電話費 就 元 ， 語音 信箱 唸 一大堆 要 我 等待 客服 等 了 近 分 鍾 什情況 ， 辦事 效率 不予 自評 ， 也 就算 了 ， 貸款 扣款 就 效率 特別 的 好 馬 上 就 扣款 ， 真的 有夠 讓 人 傻眼 ， 讓 我 信用卡 不想 用 也 沒 那意 願用 ， 對 你 們 的 銀行 超無言 的 ， 如 不是 日盛 跟 富邦合 併 沒 辦法 ， 不然 打死 我 再也 不會 想 在 富邦 開戶 ， 因 以前 也 因 帳單 問題 害 我 信用 破產 ， 麻煩 改進 一下 好 嗎,富邦行動銀行
415,Homing Liu,5 顆星,2023年12月26日,非常 專業 、 智能 的 app sparkling heart sparkles,國泰世華網路銀行CUBE
23361,komatsu chen,1 顆星,2023年6月18日,請問 交易 明細 能否 顯示 備 註 ， 每次 都 要點 進去 才能 知道 這筆款 項 是 做 什麼 用 的 ， 不能 跟 richart 一樣 可以 同時 顯示 該 筆款 項 的 備 註 嗎 ？ 還有 備 註 為 什 麼 不能 當天 就 自己 備 註 ， 還要 等 兩天 後 ， 誰 會 記得 啊 ！ 然後買 賣 股票 後 還沒 交割 前 ， 每次 看到 總金額 都 不 對 ， 不能 先 同步 計算 嗎 ？ 每次 都 要 自己 算 很 麻煩 ， 雖然 還沒 正式 交割 有 交易 記錄 ， 但 首頁 的 總金額 應該 可以 計算 一下 吧 ！ 每次 都 要 等 兩 天才 會 看到 正確 的 數字 。,台新銀行行動銀行
15041,束辛,1 顆星,2021年12月5日,請 問元大 今天 是 怎 了 一直 進不去 一整 個 畫面 都 白白的,元大銀行 Yuanta Commercial Bank
17843,李建宏,3 顆星,2024年4月3日,要常 更新 才能 進入,華南銀行+
21568,Zeynep Bastık,1 顆星,2021年10月29日,一直 閃退 好爛 喔 貴 公司 沒錢 維護 了 啊,玉山行動銀行
1389,黃愛狗人士,3 顆星,2023年3月11日,登入 後 ， 跳出 更新 資料 窗口 ， 不斷 閃 退回 登入 畫面,國泰世華網路銀行CUBE
18815,凌凌漆,1 顆星,2022年10月5日,登入 lag ， 點 介面 lag ， 上 一頁 lag ， 一直 轉 圈圈 。,華南銀行+
31442,蕭聰鴻,5 顆星,2021年9月30日,無法 下載 ， 上次 反應後有 改善 ， 但是 最近 無法 更新,臺灣銀行-網路銀行隨身版
10050,Wei-han Chang,5 顆星,2023年8月4日,建議 轉帳 完成 通知 收款人 ， 可 直接 提供 轉帳 貼 圖 。,富邦行動銀行
2548,王凱弘,5 顆星,2022年8月21日,good,國泰世華網路銀行CUBE
5674,Simon Liao,5 顆星,2023年4月5日,讚,中國信託行動銀行 Home Bank
17693,劉士瑋,5 顆星,2021年9月4日,讚 喔 ～,永豐行動銀行
31225,昇,1 顆星,2022年5月18日,原本 好好 的 強制 更新 後 變 不能 用 好好 的 把 它 改爛 是 什麼 意思 可以 連星 都 不給 嗎,臺灣銀行-網路銀行隨身版
2186,gmail chn5308,1 顆星,2022年10月28日,老是 要 用人 臉辨識 ， 無卡 提款 也 要 人 臉辨識 ， 有 夠爛 的 ， 你 人 臉辨識 有 比 蘋果 厲害 嗎 ？ 蘋果 都 不是 很 穩定 了 ， 真不知道 在 想 甚麼 ？,國泰世華網路銀行CUBE
8628,Olivia Chen,1 顆星,2022年3月12日,一直 要求 進行 版本 更新 ， 明明 已 是 最新 版本 。 根本 不能 使用 ， 體驗 非常 差,中國信託行動銀行 Home Bank
9977,Tony Lu,5 顆星,2023年8月22日,excellent,富邦行動銀行
6484,Victor Hsu,5 顆星,2022年9月26日,方便,中國信託行動銀行 Home Bank
14800,鄒淑美,1 顆星,2022年4月7日,超難用 ， 掃 收款 碼 的 專區 ， 帳號 資訊 還打馬 賽克 ， qrcode 也 無法 分享 出去 ， 根本 沒 在 考慮 使用者 的 體驗 ， 糟到 不行,元大銀行 Yuanta Commercial Bank
6218,Jimmy Huang,5 顆星,2022年11月17日,免手續費 優惠 就是 讚 ！,中國信託行動銀行 Home Bank
16200,劉建亨,5 顆星,2024年4月4日,有免 手續費 轉帳 ， 畫面 清楚 ， 推,永豐行動銀行
20192,eva Lin,5 顆星,2023年5月31日,一切 變得 很 方便 呢 ， 在家 就 能 搞定 所有 的 fu 。,玉山行動銀行
23417,昌仔,3 顆星,2023年4月4日,目前 版本 為 . . 版 ， 依然 無法 登入 使用 ， 麻煩 處理,台新銀行行動銀行
8535,Andrew Shih,1 顆星,2022年3月12日,， ： ， 打開 app 叫 我 更新 到 最新 程式 ， 進入 google play ， 什麼 都 沒 有 ， 也 不 讓 我 開 app 。,中國信託行動銀行 Home Bank
18185,L KK_K,2 顆星,2024年1月2日,普通 不值 一題 ， 登入 煩雜,華南銀行+
17078,黃秉誠,5 顆星,2023年1月8日,方便 安全,永豐行動銀行
14618,JiHung Lin,2 顆星,2022年8月8日,貴 公司 有 沒 有 計畫 請 人 再 重 做 一下 app ... 一直 閃退 是 還滿 誇張 的 ... google play 商店 應該 有版控 ... 貴 公司 要 不要 先 恢 復 一版 穩定 的 ， 不然 真的 很糟 ...,元大銀行 Yuanta Commercial Bank
5834,許芳華,5 顆星,2023年2月17日,不錯 使用,中國信託行動銀行 Home Bank
26075,黃淑莉,5 顆星,2022年4月6日,快速 便利,Richart
11771,ゆきな-VV,1 顆星,2023年1月17日,登錄 成功 後 還是 停留 在 登入 中 畫面,富邦行動銀行
18019,動點創意廣告林慶南,5 顆星,2024年1月25日,讚,華南銀行+
30212,魚酥,5 顆星,2023年8月10日,很 容易 上手 與 操作 的 app ， 清楚 、 簡單 、 好用 ， 希望 可以 再 增加 一些 帳務 的 備 註 欄,樂天國際商業銀行
14105,Dean Shueh,1 顆星,2024年3月18日,系統 很 差 ， 經常 就 “ 跑 死 了 ” ， 轉個 不停 。 然 後 下次 指紋 輸入 就 被 拒絕 了 ， 要求 重新 設定 。 我 打 電話問 客服 ， 被問 一堆 個 人 資料 ， 沒完 沒 了 。 是 元 大系 統的 問題 ， 就 事論 事 回答 就 好 ， 問題 不解 決 ， 只 在 調查 個資 ？ 很煩 。,元大銀行 Yuanta Commercial Bank
19818,bajatw Lin,2 顆星,2023年8月29日,用 google play 還是 不能 更新 ， 真是 無言 ！,玉山行動銀行
22325,io jot,1 顆星,2021年8月19日,都 沒 有 line 入帳 通知 ， 轉帳 還要 開 app 有 沒 有 入帳 成功 ， 很 不 方便,合作金庫銀行
8108,張克霖,1 顆星,2022年3月15日,更新 後 速度慢 到 誇張 ， 越 更新 越慢 ， 不如 不要 更新 了 。,中國信託行動銀行 Home Bank
26838,jason wang,5 顆星,2023年11月26日,好用,新光銀行
11569,楊惟超,5 顆星,2023年4月10日,簡單 ， 方便 ， 好用,富邦行動銀行
21416,陳小廷,1 顆星,2021年12月26日,更新 之後用 起來 非常 的 頓 … 介面 也 沒舊 的 好 …,玉山行動銀行
8013,Wu Bella,1 顆星,2022年3月16日,站 在 atm 前要 領錢 才 知道 要 更新 ， 更新 又 慢到 火 都 要 炸 了 ！ 更好 了 進去 ， 整個 畫面 全部 改變 ， qr 鍵 整個 被 藏 的 像 秘密 一樣 ， 設計 的 人 是 腦子 進水 嗎 ？ ！ 從 原本 最 方便 的 網銀要 步入 最難用 是 你 們 的 目標 嗎 ？ ！,中國信託行動銀行 Home Bank
29787,IN 208,5 顆星,2022年7月5日,還蠻 方便 的 ， 要 優惠碼 可以 用 rpff,將來銀行 NEXT BANK
31397,陳建州,3 顆星,2021年10月11日,在 交易 記錄 查詢 中 “ 付款 ” 和 “ 收款 ” 設定 查詢 區間 有 註 明 最 長 可 查 詢 個 月 的 資料 ， 但是 無論 如何 改都 只會 綁定 最近 一個 月 的 資料 ， 請 幫忙 修正 … 謝謝,臺灣銀行-網路銀行隨身版
28911,WEU JUN,1 顆星,2023年8月22日,爛東西 ， 根本 不能 線上 使用 ， 還要 到 分行 ， 什麼 垃圾 app ， 不會合 併 不要 合阿 ！ 去 剪卡 ， 爛爆,DBS digibank TW 星展行動銀行
12215,天生色狼,4 顆星,2022年7月18日,長 期 使用 無 問題,富邦行動銀行
19093,孫建容,5 顆星,2024年3月26日,真棒 ！,玉山行動銀行
22733,李瑞育,1 顆星,2024年1月1日,為 什麼 更新 後 之 後 都 不能 用 了 也 可以 打不開 進不去 畫面 又 跳出 來,凱基銀行
2549,張志輝,5 顆星,2022年8月20日,很棒,國泰世華網路銀行CUBE
21320,Dino Dino,1 顆星,2022年2月2日,今天 更新 後 就 常常 登不進 去 ， 不然 就是 出現 空白 畫面 ， 等 了 很 久 也 沒 辦法 進入,玉山行動銀行
24679,義雄,5 顆星,2024年2月4日,棒,Richart
24865,林松熹,1 顆星,2023年11月30日,今天 想 登入 結果 一直 顯示 載入 中 完全 無法 使用,Richart
21253,聖祥吳,1 顆星,2022年2月20日,非常 爛的 更新 ， 原本 還能 使用 ， 更新 完 後 完全 不能 用 ， 無法 登入 ， 使用者 名稱 密碼 忘記 ， 點選 忘 記密碼 ， 結果 還要 我 登入 ， 就 忘記 了 怎麼 登入 ， 如果 記得 我 還要 點選 忘 記密碼 嗎 … 真的 爛透 了,玉山行動銀行
26596,yuchi lin,1 顆星,2021年11月7日,"請問 , r 幣會員 就 無法 開戶 嗎 ？",Richart
30933,細菌,3 顆星,2022年11月16日,賬戶 金額 異動 不會 跳 通知,臺灣銀行-網路銀行隨身版
7062,CJ HONG,2 顆星,2022年6月17日,不知 為何 近期 一直 無法 更新 ， 手機 是 oppo reno,中國信託行動銀行 Home Bank
6627,R Hsu,3 顆星,2022年8月31日,. 手動 換匯 部分 是否 可以 更 便利 ， 不要 這麼 多步驟 ， 能 儲存 帶入 上次 換匯 的 資料 ， 直接 點選 或者 指紋 辨識 即 換匯 。 . 自動 換匯 部分 是否 能 指定 幾點 執行 ， 而且 不要 規定 最低 換匯 金額 台幣 元 ， 至少 降低 一點 ， 比如 美金 即可 換匯 。,中國信託行動銀行 Home Bank
7866,李婕怡,5 顆星,2022年3月22日,很 方便 ， 安心,中國信託行動銀行 Home Bank
19112,楊琳,5 顆星,2024年3月21日,方便 快速 上 手 ！,玉山行動銀行
23111,吳思佑,3 顆星,2022年10月21日,信用卡 卡友 並沒有 可以 只查詢 的 功能 ， 與 官網 說明 不符,凱基銀行
9523,Joshua Sun,1 顆星,2023年12月14日,綁定 集保 e 存 摺 很 容易 失敗,富邦行動銀行
22369,廖怡貞,2 顆星,2021年6月15日,進入 畫面 都 要 等 好久 登入 都 登入 不了 常常 更新 不 知道 更新 什麼 的,合作金庫銀行
18458,CJ Soong,2 顆星,2023年5月6日,怎麼 把 截圖 功能 取消 了 ， 這樣 轉帳 後 沒 單據 可以 可 提供 給對方 ， 請 加上 去 截圖 功能 設定 。,華南銀行+
12693,楊凱恩,1 顆星,2022年3月14日,進不去 ， 壞 掉 了,富邦行動銀行
7504,suyu yen,2 顆星,2022年4月15日,都 無 登入 ， 爛 。,中國信託行動銀行 Home Bank
28275,KEN HSU,5 顆星,2022年8月31日,有 用心 thumbs up,LINE Bank
5761,潘柏翔,1 顆星,2023年3月7日,希望 維修 的 公告 可以 再 清楚 一點,中國信託行動銀行 Home Bank
16622,陳昇錩,3 顆星,2023年8月24日,快速 登入 的 loading 有 問題 ， 感覺 是 資料 庫 讀取 問題 請 修 復 謝謝,永豐行動銀行
7548,Jonas Tsai,4 顆星,2022年4月11日,""" 請問 您 是否 要將 中信 home bank app 推播 功能 設定 到 此行 動裝置 上 ? ( 若 按 取消 ， 本裝置 將不會 收到 推播訊息 ) "" 上述 這訊息 每次 登入 都 要 跳出 來 ， 取消 怎麼 按 都 沒 有用 ， 是 強迫 一定 要 按 確定 ？ 就算 我 在 其他 手機 有 啟用 ， 我 這手 機不啟 用 不行 嗎 ？ 中信 回應 ： 您好 ， 推播 功能 會 綁定 您 的 登入 訊息 ， 若 更換 手機 登入 ， 就會 顯示 提示 訊息 是否 更換 手機 推播 ， 謝謝 。 進 一步 問題 是 ： 我換 了 手機 ， 到底 怎麼 把 那個 討厭 的 訊息 關掉 ？ 都 沒 有 任何 提示 呀 . 客服 回答 ： 您好 ， 推播 功能 會 綁定 您 的 登入 訊息 ， 若 更換 手機 登入 ， 就會 顯示 提示 訊息將 推 播到 此行 動裝置 ， 謝謝 。 問題 ： 所以 除了 按 確定 以外 ， 沒法 把 那訊息 關掉 ？ 也 就是 說 ， 沒法 取消 推播 到手 機 的 功能 ？",中國信託行動銀行 Home Bank
26300,BANHO BAN,5 顆星,2022年2月4日,用 了 很多年 很 好 用 的 app 希望 趕快 更新 安卓 版本 的 指紋 辨識 登入 不然 很 不 方便,Richart
22242,松,1 顆星,2021年12月16日,開戶 感覺 很 差 ， 能 的 話 真的 不用 去 現場 ， 建議 開網 銀 帳戶 在 家用 就 好 ， 我 就要 回家 自己 網路 開戶 ， 她 們 就 說 那 很快 要 請 我 等 她 們 ， 等待 及 流程 前 後 搞 了 一個 小時 ， 還 一直 霸 佔 我 手機 輸入 東西 還硬要 開台灣 pay 輸入 推薦 碼 ， 想 也 知道 為 了 業績 但 不用 拿 那些 話術 來 x 顧客 …,合作金庫銀行
9701,劉得利,5 顆星,2023年11月3日,很 好 ， 沒 出過 問題 。,富邦行動銀行
25487,Tsai nung Lu,1 顆星,2023年5月6日,開個 戶 拖拖拉拉 ， 補件 補 了 一 星期 也 沒 消息 ， 打 去 客服 問說 什麼 一直 卡 在 沒 收到 補件 ， 是 要 補幾次 才 會 收到 ？ 幹嘛 不 直接 app 補件 就 好,Richart
11715,林佩宜,5 顆星,2023年2月15日,讚 。,富邦行動銀行
26953,palm james,5 顆星,2023年11月25日,ok 見面 好 用,新光銀行
14292,李小恒,1 顆星,2023年3月31日,更新 完 後 不能 開,元大銀行 Yuanta Commercial Bank
12410,Sherry Wang,5 顆星,2022年6月1日,明細 清楚 ， 操作 簡單 易懂,富邦行動銀行
18745,徐老三,1 顆星,2022年11月1日,無法 認證 ， 小時 聯絡 客服 但是 客服 永遠 忙線 中 爛透 了 。,華南銀行+
27418,陳武全,4 顆星,2023年8月10日,好 的,新光銀行
4160,陳柏偉,3 顆星,2021年12月29日,˙ ˙ ˙ ˙,國泰世華網路銀行CUBE
31338,小正,1 顆星,2021年11月22日,一直 通知 活動 是 做 什麼 ？ 想 趁機 打廣告 也 不是 這樣 的 ， 非要 我 停止 用 你 們 銀行 就 對 了 ？,臺灣銀行-網路銀行隨身版
31059,曾郁中,1 顆星,2022年7月1日,轉出 帳號 都 空白 是 要 怎麼 選擇 帳號 垃圾 一堆 bug,臺灣銀行-網路銀行隨身版
4041,sherry Chao,1 顆星,2022年1月7日,現在 的 評論 ， 是 針對 今天 才 「 更新 」 的 電腦版 ， 強烈 懷疑 工程 師沒有 親身 使用 過投資 軟體 ， 改版 後爛 的 要死 ， 要查 的 資料 都 查不到 ， 一堆 沒用 的 資訊 妨礙 查詢 ， 越改越 難用 ， 你們 找 的 人員 ， 是 專門 整用戶 的 嗎 ？,國泰世華網路銀行CUBE
3831,鍋子,5 顆星,2022年2月6日,國泰 的 網銀 真的 是 用過 最好 用 的 網銀,國泰世華網路銀行CUBE
7745,葉家杰,1 顆星,2022年3月29日,是不是 壞 了 怎麼 不能 下載 也 不能 更新,中國信託行動銀行 Home Bank
